0.000000000000000000e+00 4.483917386761199775e-01
4.882812500000000000e-04 5.225528563594001863e-01
9.765625000000000000e-04 5.240185272067041655e-01
1.464843750000000000e-03 5.274554037472878321e-01
1.953125000000000000e-03 5.454755418451244786e-01
2.441406250000000000e-03 4.949690544464609987e-01
2.929687500000000000e-03 5.692505401951308830e-01
3.417968750000000000e-03 5.194987741438330531e-01
3.906250000000000000e-03 5.605976544399922101e-01
4.394531250000000000e-03 5.756655392362123314e-01
4.882812500000000000e-03 5.958614566258326750e-01
5.371093750000000000e-03 5.675141607063264315e-01
5.859375000000000000e-03 5.735601222880075678e-01
6.347656250000000000e-03 6.189246552850367067e-01
6.835937500000000000e-03 5.825628757817995496e-01
7.324218750000000000e-03 5.975153683560772144e-01
7.812500000000000000e-03 6.127443918956497759e-01
8.300781250000000000e-03 6.155317767424695052e-01
8.789062500000000000e-03 6.329420424305997050e-01
9.277343750000000000e-03 6.266185682410750912e-01
9.765625000000000000e-03 6.389596424124351914e-01
1.025390625000000000e-02 5.967689653183649856e-01
1.074218750000000000e-02 6.050230890432327646e-01
1.123046875000000000e-02 6.181095564907042039e-01
1.171875000000000000e-02 5.974151642506894122e-01
1.220703125000000000e-02 6.220313619718931264e-01
1.269531250000000000e-02 6.073008575951739374e-01
1.318359375000000000e-02 6.066292369092792791e-01
1.367187500000000000e-02 5.895672401091380799e-01
1.416015625000000000e-02 5.921319444614316918e-01
1.464843750000000000e-02 5.352846637201545965e-01
1.513671875000000000e-02 5.436370789377733548e-01
1.562500000000000000e-02 5.434936812216130120e-01
1.611328125000000000e-02 5.827901271330077071e-01
1.660156250000000000e-02 5.090701066648053441e-01
1.708984375000000000e-02 5.172626047117482306e-01
1.757812500000000000e-02 5.162386916383070457e-01
1.806640625000000000e-02 5.382990806302561104e-01
1.855468750000000000e-02 5.142401358650759979e-01
1.904296875000000000e-02 5.083321238951471477e-01
1.953125000000000000e-02 5.239446452864690018e-01
2.001953125000000000e-02 4.635325287007053263e-01
2.050781250000000000e-02 5.172743877604880636e-01
2.099609375000000000e-02 4.303636285518188664e-01
2.148437500000000000e-02 3.983011129858484711e-01
2.197265625000000000e-02 4.270233011779677734e-01
2.246093750000000000e-02 3.852127314219537246e-01
2.294921875000000000e-02 3.790085842323425158e-01
2.343750000000000000e-02 3.225393745753875052e-01
2.392578125000000000e-02 3.592391481568436018e-01
2.441406250000000000e-02 3.386818767494443883e-01
2.490234375000000000e-02 3.309392084113702559e-01
2.539062500000000000e-02 3.379816790407659810e-01
2.587890625000000000e-02 2.830157651540066155e-01
2.636718750000000000e-02 2.902461829529909831e-01
2.685546875000000000e-02 2.691582635762517772e-01
2.734375000000000000e-02 2.518697693953000361e-01
2.783203125000000000e-02 2.344133713967062049e-01
2.832031250000000000e-02 2.689310684136136942e-01
2.880859375000000000e-02 2.357713540368510940e-01
2.929687500000000000e-02 1.971355505218622683e-01
2.978515625000000000e-02 1.744760728920968229e-01
3.027343750000000000e-02 1.220133645525075944e-01
3.076171875000000000e-02 1.746179537843611518e-01
3.125000000000000000e-02 1.660589159197492226e-01
3.173828125000000000e-02 1.344482983245656182e-01
3.222656250000000000e-02 9.927002769727839848e-02
3.271484375000000000e-02 1.131771595237052869e-01
3.320312500000000000e-02 7.291627774250937499e-02
3.369140625000000000e-02 8.264374241377626940e-02
3.417968750000000000e-02 5.310285589786829796e-02
3.466796875000000000e-02 6.490915505226402260e-02
3.515625000000000000e-02 7.889857974025278609e-02
3.564453125000000000e-02 7.052979986996502082e-02
3.613281250000000000e-02 3.794428514972077171e-02
3.662109375000000000e-02 2.723537973446648816e-02
3.710937500000000000e-02 3.163285209611327309e-02
3.759765625000000000e-02 4.160138527977627620e-03
3.808593750000000000e-02 1.489999388580810942e-02
3.857421875000000000e-02 8.889708645575522799e-04
3.906250000000000000e-02 -5.353062292669293759e-02
3.955078125000000000e-02 -1.438094621875902687e-02
4.003906250000000000e-02 -1.253862747320935896e-02
4.052734375000000000e-02 -1.486469237692154312e-02
4.101562500000000000e-02 2.085569032065966860e-03
4.150390625000000000e-02 -4.287929233028352216e-02
4.199218750000000000e-02 3.746239397624962636e-03
4.248046875000000000e-02 -2.893569287066127815e-02
4.296875000000000000e-02 -5.475647989988666198e-02
4.345703125000000000e-02 -1.444627361882961161e-02
4.394531250000000000e-02 -5.203998127005391577e-02
4.443359375000000000e-02 -2.187986226315961208e-02
4.492187500000000000e-02 1.671172210126864455e-02
4.541015625000000000e-02 -1.794319713988651310e-02
4.589843750000000000e-02 -2.404544852743890904e-02
4.638671875000000000e-02 -4.184035686947062266e-02
4.687500000000000000e-02 -9.893768020319207088e-03
4.736328125000000000e-02 1.176082800944460924e-02
4.785156250000000000e-02 -3.957507080265253857e-02
4.833984375000000000e-02 -3.432508305306474633e-02
4.882812500000000000e-02 -4.107781495628280016e-02
4.931640625000000000e-02 2.609567553640761844e-02
4.980468750000000000e-02 -3.375558501020697183e-02
5.029296875000000000e-02 3.036419719107538717e-02
5.078125000000000000e-02 -3.355225891489527906e-02
5.126953125000000000e-02 2.285020510517371539e-02
5.175781250000000000e-02 1.407589310762065449e-02
5.224609375000000000e-02 3.211325902803285892e-02
5.273437500000000000e-02 4.218707406988220221e-02
5.322265625000000000e-02 3.394705969147081975e-02
5.371093750000000000e-02 4.451157391614644215e-03
5.419921875000000000e-02 1.195380434793180333e-02
5.468750000000000000e-02 3.215371308719625759e-02
5.517578125000000000e-02 2.598926267788074715e-02
5.566406250000000000e-02 5.422043393859968946e-02
5.615234375000000000e-02 5.239527013257225252e-02
5.664062500000000000e-02 6.548871675579408247e-02
5.712890625000000000e-02 9.404566486782231505e-02
5.761718750000000000e-02 9.900853486936621317e-02
5.810546875000000000e-02 8.132082943955035170e-02
5.859375000000000000e-02 8.568286371349503883e-02
5.908203125000000000e-02 7.563970226446697920e-02
5.957031250000000000e-02 8.432179827310012921e-02
6.005859375000000000e-02 8.287562408256014812e-02
6.054687500000000000e-02 1.053302808578091693e-01
6.103515625000000000e-02 6.662929241362419708e-02
6.152343750000000000e-02 7.643863854628719923e-02
6.201171875000000000e-02 8.447241322461038204e-02
6.250000000000000000e-02 9.127589426938914619e-02
6.298828125000000000e-02 1.400374081387240344e-01
6.347656250000000000e-02 1.193971364546644182e-01
6.396484375000000000e-02 1.167501566019409492e-01
6.445312500000000000e-02 1.040767105963471828e-01
6.494140625000000000e-02 1.216764905013805326e-01
6.542968750000000000e-02 7.098652236683437866e-02
6.591796875000000000e-02 9.506932620815167212e-02
6.640625000000000000e-02 8.719886576226329455e-02
6.689453125000000000e-02 1.136009113022133366e-01
6.738281250000000000e-02 1.245477632960458464e-01
6.787109375000000000e-02 1.491879841829030773e-01
6.835937500000000000e-02 1.001609230451020321e-01
6.884765625000000000e-02 1.188071513481167157e-01
6.933593750000000000e-02 1.152278391929718315e-01
6.982421875000000000e-02 1.076841590381567015e-01
7.031250000000000000e-02 9.055681443788256291e-02
7.080078125000000000e-02 1.287860237592204360e-01
7.128906250000000000e-02 1.254300586029069853e-01
7.177734375000000000e-02 1.226814804403769110e-01
7.226562500000000000e-02 8.302883011109205014e-02
7.275390625000000000e-02 7.956456373172655916e-02
7.324218750000000000e-02 1.035717670756306358e-01
7.373046875000000000e-02 9.536743689679653968e-02
7.421875000000000000e-02 1.049011517405716021e-01
7.470703125000000000e-02 9.558625132683375158e-02
7.519531250000000000e-02 8.397788648675137690e-02
7.568359375000000000e-02 1.191838267247001121e-01
7.617187500000000000e-02 5.484007717957268407e-02
7.666015625000000000e-02 8.236013172384211434e-02
7.714843750000000000e-02 4.273257600768019804e-02
7.763671875000000000e-02 6.356844109717474378e-02
7.812500000000000000e-02 4.801136761746899184e-02
7.861328125000000000e-02 4.888941712466142453e-02
7.910156250000000000e-02 5.665490279693809195e-02
7.958984375000000000e-02 5.310710389530466646e-03
8.007812500000000000e-02 6.156718923647393205e-03
8.056640625000000000e-02 6.418146921389404624e-02
8.105468750000000000e-02 1.168322444372007010e-02
8.154296875000000000e-02 3.637973901886878969e-02
8.203125000000000000e-02 4.302848666744392425e-02
8.251953125000000000e-02 4.517517910012782550e-02
8.300781250000000000e-02 2.290796981421229159e-02
8.349609375000000000e-02 4.871533451740345244e-02
8.398437500000000000e-02 1.380762164527559940e-02
8.447265625000000000e-02 8.805869336250313206e-03
8.496093750000000000e-02 1.268777393608235687e-02
8.544921875000000000e-02 -3.188345839430923451e-02
8.593750000000000000e-02 1.286526562312929195e-02
8.642578125000000000e-02 -3.695893005337891335e-02
8.691406250000000000e-02 -2.813449054756715292e-02
